CodeRNCP;EtatFiche;Rome;libelle;;
RNCP6784;;K1403;Management de structure de santé, sociale ou pénitentiaire;;
RNCP6784;;K1601;Gestion de l''information et de la documentation;;
RNCP6805;;K1903;Défense et conseil juridique;;
RNCP6805;;K1901;Aide et médiation judiciaire;;
RNCP6811;;K1903;Défense et conseil juridique;;
RNCP6813;;K1903;Défense et conseil juridique;;
RNCP6813;;N1201;Affrètement transport;;
RNCP6813;;N1202;Gestion des opérations de circulation internationale des marchandises;;
RNCP6813;;N1301;Conception et organisation de la chaîne logistique;;
RNCP6816;;C1206;Gestion de clientèle bancaire;;
RNCP6816;;C1102;Conseil clientèle en assurances;;
RNCP6816;;M1205;Direction administrative et financière;;
RNCP6816;;C1205;Conseil en gestion de patrimoine financier;;
RNCP6816;;C1204;Conception et expertise produits bancaires et financiers;;
RNCP6818;;M12;Comptabilité et gestion;;
RNCP6818;;M1302;Direction de petite ou moyenne entreprise;;
RNCP6818;;K2401;Recherche en sciences de l''homme et de la société;;
RNCP6819;;C1109;Rédaction et gestion en assurances;;
RNCP6819;;C1101;Conception - développement produits d''assurances;;
RNCP6819;;C1205;Conseil en gestion de patrimoine financier;;
RNCP6819;;C1104;Direction d''exploitation en assurances;;
RNCP6819;;C1103;Courtage en assurances;;
RNCP6822;;M1205;Direction administrative et financière;;
RNCP6822;;M1204;Contrôle de gestion;;
RNCP6822;;M1102;Direction des achats;;
RNCP6822;;M1206;Management de groupe ou de service comptable;;
RNCP6822;;M1207;Trésorerie et financement;;
RNCP6826;;K1403;Management de structure de santé, sociale ou pénitentiaire;;
RNCP6826;;M1301;Direction de grande entreprise ou d''établissement public;;
RNCP6826;;M1402;Conseil en organisation et management d''entreprise;;
RNCP6832;;K2111;Formation professionnelle;;
RNCP6832;;K1801;Conseil en emploi et insertion socioprofessionnelle;;
RNCP6832;;K2101;Conseil en formation;;
RNCP6832;;K2102;Coordination pédagogique;;
RNCP6832;;M1502;Développement des ressources humaines;;
RNCP6836;;M1503;Management des ressources humaines;;
RNCP6836;;M1703;Management et gestion de produit;;
RNCP6838;;K2102;Coordination pédagogique;;
RNCP6838;;K1401;Conception et pilotage de la politique des pouvoirs publics;;
RNCP6838;;K2108;Enseignement supérieur;;
RNCP6839;;E1108;Traduction, interprétariat;;
RNCP6839;;G1201;Accompagnement de voyages, d''activités culturelles ou sportives;;
RNCP6841;;L1302;Production et administration spectacle, cinéma et audiovisuel;;
RNCP6841;;K1802;Développement local;;
RNCP6841;;E1103;Communication;;
RNCP6858;;M1805;Études et développement informatique;;
RNCP6858;;M1803;Direction des systèmes d''information;;
RNCP6860;;M1802;Expertise et support en systèmes d''information;;
RNCP6860;;M1803;Direction des systèmes d''information;;
RNCP6863;;H1502;Management et ingénierie qualité industrielle;;
RNCP6863;;H1501;Direction de laboratoire d''analyse industrielle;;
RNCP6863;;H1302;Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels;;
RNCP6865;;M1803;Direction des systèmes d''information;;
RNCP6865;;K2108;Enseignement supérieur;;
RNCP6872;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP6872;;H1402;Management et ingénierie méthodes et industrialisation;;
RNCP6872;;H2502;Management et ingénierie de production;;
RNCP6872;;H1502;Management et ingénierie qualité industrielle;;
RNCP6879;;K1205;Information sociale;;
RNCP6879;;K1201;Action sociale;;
RNCP6879;;K1207;Intervention socioéducative;;
RNCP6879;;K1802;Développement local;;
RNCP6879;;K1801;Conseil en emploi et insertion socioprofessionnelle;;
RNCP6880;;D1402;Relation commerciale grands comptes et entreprises;;
RNCP6880;;A1303;Ingénierie en agriculture et environnement naturel;;
RNCP6880;;A1301;Conseil et assistance technique en agriculture;;
RNCP6880;;I1603;Maintenance d''engins de chantier, levage, manutention et de machines agricoles;;
RNCP7170;;E1106;Journalisme et information média;;
RNCP7170;;K1601;Gestion de l''information et de la documentation;;
RNCP7170;;E1108;Traduction, interprétariat;;
RNCP7160;;C1206;Gestion de clientèle bancaire;;
RNCP7507;;I1503;Intervention en milieux et produits nocifs;;
RNCP7507;;H1303;Intervention technique en Hygiène Sécurité Environnement -HSE- industriel;;
RNCP7507;;H1302;Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels;;
RNCP7523;;K1601;Gestion de l''information et de la documentation;;
RNCP7523;;E1103;Communication;;
RNCP7161;;K1802;Développement local;;
RNCP6897;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP6897;;K2402;Recherche en sciences de l''univers, de la matière et du vivant;;
RNCP6897;;H2502;Management et ingénierie de production;;
RNCP6897;;H1502;Management et ingénierie qualité industrielle;;
RNCP6897;;H1402;Management et ingénierie méthodes et industrialisation;;
RNCP6921;;D1201;Achat vente d''objets d''art, anciens ou d''occasion;;
RNCP6921;;K1802;Développement local;;
RNCP6921;;K2401;Recherche en sciences de l''homme et de la société;;
RNCP6921;;K2108;Enseignement supérieur;;
RNCP6924;;K2112;Orientation scolaire et professionnelle;;
RNCP6948;;G1703;Réception en hôtellerie;;
RNCP6948;;K2111;Formation professionnelle;;
RNCP6948;;K1206;Intervention socioculturelle;;
RNCP6948;;E1108;Traduction, interprétariat;;
RNCP6948;;G1201;Accompagnement de voyages, d''activités culturelles ou sportives;;
RNCP6953;;H1502;Management et ingénierie qualité industrielle;;
RNCP6953;;H1402;Management et ingénierie méthodes et industrialisation;;
RNCP6953;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP6962;;K1802;Développement local;;
RNCP6962;;M1403;Études et prospectives socio-économiques;;
RNCP6962;;K2401;Recherche en sciences de l''homme et de la société;;
RNCP6966;;N1303;Intervention technique d''exploitation logistique;;
RNCP6966;;H1402;Management et ingénierie méthodes et industrialisation;;
RNCP6966;;H2502;Management et ingénierie de production;;
RNCP6966;;M1102;Direction des achats;;
RNCP6975;;K2402;Recherche en sciences de l''univers, de la matière et du vivant;;
RNCP6975;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP6975;;D1407;Relation technico-commerciale;;
RNCP6975;;H1102;Management et ingénierie d''affaires;;
RNCP6981;;G1602;Personnel de cuisine;;
RNCP6981;;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;;
RNCP7521;;H1301;Inspection de conformité;;
RNCP7521;;H1302;Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels;;
RNCP6982;;M1403;Études et prospectives socio-économiques;;
RNCP6982;;K1403;Management de structure de santé, sociale ou pénitentiaire;;
RNCP6983;;M1503;Management des ressources humaines;;
RNCP6983;;M1502;Développement des ressources humaines;;
RNCP6983;;M1402;Conseil en organisation et management d''entreprise;;
RNCP6985;;G1804;Sommellerie;;
RNCP6988;;M1805;Études et développement informatique;;
RNCP6988;;M1806;Conseil et maîtrise d''ouvrage en systèmes d''information;;
RNCP6988;;E1106;Journalisme et information média;;
RNCP6989;;M1605;Assistanat technique et administratif;;
RNCP6989;;M1604;Assistanat de direction;;
RNCP6989;;M1203;Comptabilité;;
RNCP7062;;J1306;Imagerie médicale;;
RNCP6996;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP6996;;H2502;Management et ingénierie de production;;
RNCP6996;;H1502;Management et ingénierie qualité industrielle;;
RNCP7002;;H2502;Management et ingénierie de production;;
RNCP7002;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP7027;;K2107;Enseignement général du second degré;;
RNCP7027;;E1106;Journalisme et information média;;
RNCP7027;;E1102;Ecriture d''ouvrages, de livres;;
RNCP7010;;H2502;Management et ingénierie de production;;
RNCP7010;;A1301;Conseil et assistance technique en agriculture;;
RNCP7012;;D1408;Téléconseil et télévente;;
RNCP7013;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP7013;;I1102;Management et ingénierie de maintenance industrielle;;
RNCP7013;;H1208;Intervention technique en études et conception en automatisme;;
RNCP7013;;I1302;Installation et maintenance d''automatismes;;
RNCP7015;;M1607;Secrétariat;;
RNCP7530;;K1205;Information sociale;;
RNCP7020;;M1207;Trésorerie et financement;;
RNCP7020;;M1102;Direction des achats;;
RNCP7020;;M1707;Stratégie commerciale;;
RNCP7020;;E1108;Traduction, interprétariat;;
RNCP7029;;L1201;Danse;;
RNCP7029;;L1203;Art dramatique;;
RNCP7029;;L1302;Production et administration spectacle, cinéma et audiovisuel;;
RNCP7029;;L1304;Réalisation cinématographique et audiovisuelle;;
RNCP7030;;E1103;Communication;;
RNCP7030;;M1502;Développement des ressources humaines;;
RNCP7030;;L1303;Promotion d''artistes et de spectacles;;
RNCP7030;;E1106;Journalisme et information média;;
RNCP7031;;E1106;Journalisme et information média;;
RNCP7031;;E1108;Traduction, interprétariat;;
RNCP7031;;E1103;Communication;;
RNCP7031;;K2111;Formation professionnelle;;
RNCP7032;;K2107;Enseignement général du second degré;;
RNCP7032;;K2111;Formation professionnelle;;
RNCP7032;;E1106;Journalisme et information média;;
RNCP7032;;E1103;Communication;;
RNCP7033;;K2107;Enseignement général du second degré;;
RNCP7033;;K2106;Enseignement des écoles;;
RNCP7033;;E1106;Journalisme et information média;;
RNCP7033;;E1105;Coordination d''édition;;
RNCP7033;;K1206;Intervention socioculturelle;;
RNCP7034;;K2106;Enseignement des écoles;;
RNCP7034;;M1601;Accueil et renseignements;;
RNCP7034;;E1108;Traduction, interprétariat;;
RNCP7034;;C1401;Gestion en banque et assurance;;
RNCP7034;;G1201;Accompagnement de voyages, d''activités culturelles ou sportives;;
RNCP7035;;K2111;Formation professionnelle;;
RNCP7035;;E1106;Journalisme et information média;;
RNCP7035;;E1103;Communication;;
RNCP7035;;E1108;Traduction, interprétariat;;
RNCP7038;;E1106;Journalisme et information média;;
RNCP7038;;E1108;Traduction, interprétariat;;
RNCP7038;;K2111;Formation professionnelle;;
RNCP7039;;E1108;Traduction, interprétariat;;
RNCP7039;;G1201;Accompagnement de voyages, d''activités culturelles ou sportives;;
RNCP7040;;K2107;Enseignement général du second degré;;
RNCP7040;;K1601;Gestion de l''information et de la documentation;;
RNCP7040;;E1106;Journalisme et information média;;
RNCP7040;;E1305;Préparation et correction en édition et presse;;
RNCP7040;;E1102;Ecriture d''ouvrages, de livres;;
RNCP7042;;M1503;Management des ressources humaines;;
RNCP7043;;C1206;Gestion de clientèle bancaire;;
RNCP7043;;M1403;Études et prospectives socio-économiques;;
RNCP7043;;C1203;Relation clients banque/finance;;
RNCP7043;;M1707;Stratégie commerciale;;
RNCP7043;;H1102;Management et ingénierie d''affaires;;
RNCP7044;;K1104;Psychologie;;
RNCP7044;;K2112;Orientation scolaire et professionnelle;;
RNCP7044;;M1503;Management des ressources humaines;;
RNCP7046;;E1106;Journalisme et information média;;
RNCP7048;;M1403;Études et prospectives socio-économiques;;
RNCP7048;;K1206;Intervention socioculturelle;;
RNCP7048;;K1207;Intervention socioéducative;;
RNCP7048;;K1802;Développement local;;
RNCP7048;;K1801;Conseil en emploi et insertion socioprofessionnelle;;
RNCP7053;;H1503;Intervention technique en laboratoire d''analyse industrielle;;
RNCP7053;;H2504;Encadrement d''équipe en industrie de transformation;;
RNCP7053;;H1210;Intervention technique en études, recherche et développement;;
RNCP7054;;M1805;Études et développement informatique;;
RNCP7054;;I1401;Maintenance informatique et bureautique;;
RNCP7055;;C1104;Direction d''exploitation en assurances;;
RNCP7055;;C1205;Conseil en gestion de patrimoine financier;;
RNCP7055;;M1207;Trésorerie et financement;;
RNCP7055;;C1202;Analyse de crédits et risques bancaires;;
RNCP7055;;M1707;Stratégie commerciale;;
RNCP7056;;M1403;Études et prospectives socio-économiques;;
RNCP7056;;C1105;Études actuarielles en assurances;;
RNCP7056;;K2106;Enseignement des écoles;;
RNCP7056;;K2107;Enseignement général du second degré;;
RNCP7057;;H1210;Intervention technique en études, recherche et développement;;
RNCP7057;;H1503;Intervention technique en laboratoire d''analyse industrielle;;
RNCP7058;;H2604;Montage de produits électriques et électroniques;;
RNCP7058;;H1504;Intervention technique en contrôle essai qualité en électricité et électronique;;
RNCP7058;;H2501;Encadrement de production de matériel électrique et électronique;;
RNCP7058;;H1209;Intervention technique en études et développement électronique;;
RNCP7058;;I1305;Installation et maintenance électronique;;
RNCP7059;;K2402;Recherche en sciences de l''univers, de la matière et du vivant;;
RNCP7059;;F1105;Études géologiques;;
RNCP7059;;F1201;Conduite de travaux du BTP et de travaux paysagers;;
RNCP7059;;F1203;Direction et ingénierie d''exploitation de gisements et de carrières;;
RNCP7059;;H1303;Intervention technique en Hygiène Sécurité Environnement -HSE- industriel;;
RNCP7060;;J1302;Analyses médicales;;
RNCP7060;;H1210;Intervention technique en études, recherche et développement;;
RNCP7060;;I1503;Intervention en milieux et produits nocifs;;
RNCP7060;;H1302;Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels;;
RNCP7063;;H1210;Intervention technique en études, recherche et développement;;
RNCP7063;;H1303;Intervention technique en Hygiène Sécurité Environnement -HSE- industriel;;
RNCP7063;;H1503;Intervention technique en laboratoire d''analyse industrielle;;
RNCP7063;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP7064;;J1302;Analyses médicales;;
RNCP7064;;H1503;Intervention technique en laboratoire d''analyse industrielle;;
RNCP7064;;H1404;Intervention technique en méthodes et industrialisation;;
RNCP7064;;H1210;Intervention technique en études, recherche et développement;;
RNCP7064;;K2402;Recherche en sciences de l''univers, de la matière et du vivant;;
RNCP7065;;M1805;Études et développement informatique;;
RNCP7065;;E1103;Communication;;
RNCP7065;;G1301;Conception de produits touristiques;;
RNCP7065;;M1401;Conduite d''enquêtes;;
RNCP7066;;K1802;Développement local;;
RNCP7066;;M1403;Études et prospectives socio-économiques;;
RNCP7066;;M1601;Accueil et renseignements;;
RNCP7066;;G1301;Conception de produits touristiques;;
RNCP7066;;M1401;Conduite d''enquêtes;;
RNCP7074;;F1107;Mesures topographiques;;
RNCP7074;;F1104;Dessin BTP et paysage;;
RNCP7074;;F1106;Ingénierie et études du BTP;;
RNCP7074;;H1202;Conception et dessin de produits électriques et électroniques;;
RNCP7071;;M1402;Conseil en organisation et management d''entreprise;;
RNCP7077;;M1203;Comptabilité;;
RNCP7077;;M1202;Audit et contrôle comptables et financiers;;
RNCP7077;;M1205;Direction administrative et financière;;
RNCP7078;;E1103;Communication;;
RNCP7079;;H2501;Encadrement de production de matériel électrique et électronique;;
RNCP7079;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP7079;;I1307;Installation et maintenance télécoms et courants faibles;;
RNCP7079;;H1102;Management et ingénierie d''affaires;;
RNCP7079;;I1102;Management et ingénierie de maintenance industrielle;;
RNCP7080;;J1502;Coordination de services médicaux ou paramédicaux;;
RNCP7080;;K1403;Management de structure de santé, sociale ou pénitentiaire;;
RNCP7081;;H1402;Management et ingénierie méthodes et industrialisation;;
RNCP7081;;H1404;Intervention technique en méthodes et industrialisation;;
RNCP7081;;N1303;Intervention technique d''exploitation logistique;;
RNCP7082;;H2502;Management et ingénierie de production;;
RNCP7082;;H1502;Management et ingénierie qualité industrielle;;
